Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-04-21,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-22,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-23,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-24,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-27,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-28,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-29,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-04-30,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666
2020-05-01,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-04,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-05,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-06,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-07,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-08,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-11,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-12,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-13,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-14,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-15,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-18,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-19,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-20,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-21,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-22,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-26,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-27,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-28,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-05-29,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-01,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-02,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-03,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-04,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-05,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-08,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-09,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-10,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-11,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-12,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-15,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-16,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-17,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-18,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-19,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-22,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-23,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-24,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-25,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-26,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-29,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2020-06-30,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-01,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-02,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-06,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-07,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-08,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-09,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-10,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-13,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-14,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-15,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-16,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-17,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-20,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-21,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-22,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-23,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-24,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-27,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-28,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-29,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-30,0.0,0.31816236748812,0.0,0.0,0.0,0.3398577296430503,0.0,0.0,0.0,0.0,0.3419799028688297
2020-07-31,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-03,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-04,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-05,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-06,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-07,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-10,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-11,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-12,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-13,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-14,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-17,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-18,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-19,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-20,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-21,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-24,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-25,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-26,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-27,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-28,0.32599634129824206,0.0,0.0,0.0,0.0,0.33479037696277714,0.0,0.0,0.0,0.0,0.33921328173898085
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-23,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.3329674808533938,0.33068897210581943,0.0,0.0,0.0,0.33634354704078684
2020-09-30,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-01,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-02,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-05,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-06,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-07,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-08,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-09,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-12,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-13,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-14,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-15,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-16,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-19,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-20,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-21,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-22,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-23,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-26,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-27,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-28,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-29,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-10-30,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-02,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-03,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-04,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-05,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-06,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-09,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-10,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-11,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-12,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-13,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-16,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-17,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-18,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-19,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-20,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-23,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-24,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-25,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-27,0.0,0.0,0.0,0.0,0.31997333112157117,0.0,0.34310403633160946,0.0,0.0,0.0,0.33692263254681937
2020-11-30,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-01,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-02,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-03,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-04,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-07,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-08,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-09,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-10,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-11,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-14,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-15,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-16,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-17,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-18,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-21,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-22,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-23,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-24,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-28,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-29,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-30,0.3355232796269592,0.0,0.0,0.0,0.3179787805989937,0.0,0.0,0.0,0.3464979397740471,0.0,0.0
2020-12-31,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-13,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-20,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-26,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-27,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-28,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-03,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-04,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-10,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-11,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-17,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-18,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,0.32941574275575797,0.0,0.0,0.33703006338623615,0.33355419385800594,0.0,0.0,0.0,0.0,0.0,0.0
